epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
82,7953.34,0.93789,1.0894,1.30761,0.76733,0.67174,0.75251,0.53962,1.0223,0.99171,1.33636,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951
83,8047.26,0.93342,1.08546,1.30252,0.76764,0.67333,0.75256,0.53991,1.0219,0.99077,1.33583,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
84,8140.34,0.93328,1.06735,1.30449,0.77097,0.67197,0.75275,0.54021,1.02186,0.99007,1.33562,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327
85,8235.91,0.9286,1.06949,1.29921,0.77222,0.67152,0.75335,0.54035,1.02162,0.98912,1.33525,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
86,8330.37,0.92844,1.07082,1.30175,0.77272,0.66916,0.75335,0.54057,1.02151,0.98826,1.33492,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
87,8424.03,0.92674,1.0685,1.29842,0.77268,0.67039,0.75375,0.54081,1.0212,0.98749,1.33444,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
88,8518.48,0.92008,1.06464,1.29685,0.77117,0.67163,0.75419,0.54101,1.02115,0.98696,1.33434,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115
89,8611,0.92351,1.05528,1.29632,0.7727,0.6706,0.75433,0.54075,1.02073,0.98602,1.33367,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
90,8704.07,0.91638,1.05259,1.29037,0.77195,0.67201,0.75438,0.54107,1.02089,0.98533,1.33355,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264
91,8798.49,0.88228,0.87093,1.2656,0.77295,0.67239,0.75408,0.54114,1.02055,0.98457,1.333,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
92,8891.72,0.86529,0.83628,1.24959,0.77416,0.6722,0.75422,0.54131,1.02046,0.98381,1.33269,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546
93,8984.95,0.86022,0.81734,1.24494,0.77553,0.67123,0.75427,0.54133,1.02027,0.98308,1.3325,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
94,9075.85,0.85709,0.8109,1.24438,0.77623,0.67171,0.75449,0.54115,1.0203,0.98205,1.33237,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212
95,9169.49,0.85531,0.80628,1.24209,0.77571,0.67159,0.75467,0.5413,1.02031,0.98105,1.33228,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
96,9265.86,0.85406,0.80655,1.24151,0.77752,0.67085,0.75462,0.54162,1.02014,0.98028,1.3321,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
97,9361.8,0.85133,0.80218,1.23874,0.77779,0.66973,0.7546,0.54165,1.02006,0.97989,1.33194,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
98,9459.2,0.84854,0.79947,1.23426,0.7768,0.67046,0.75481,0.5416,1.01992,0.9789,1.33174,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968
99,9555.19,0.84275,0.79388,1.23303,0.77615,0.67101,0.75475,0.54194,1.01993,0.97793,1.33168,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
100,9652.16,0.84639,0.79053,1.23485,0.77581,0.6698,0.75471,0.54199,1.01993,0.97732,1.33182,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443
