epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,2898.48,0.63135,0.56851,1.03793,0.8117,0.69506,0.76629,0.55903,1.00031,0.91152,1.31489,0.00546421,0.00546421,0.00546421
73,2938.06,0.62197,0.56109,1.02746,0.7917,0.71178,0.76666,0.56047,1.00755,0.91911,1.31901,0.00536081,0.00536081,0.00536081
74,2977.97,0.61728,0.5493,1.02152,0.78911,0.70672,0.76338,0.55712,1.00961,0.95367,1.31971,0.00525728,0.00525728,0.00525728
75,3044.96,0.61356,0.55609,1.02737,0.80339,0.70577,0.76864,0.56209,1.00278,0.92445,1.31701,0.00515366,0.00515366,0.00515366
76,3085.64,0.6174,0.55244,1.02777,0.79398,0.70529,0.7644,0.56206,1.00737,0.92093,1.3258,0.00505,0.00505,0.00505
77,3124.98,0.613,0.55699,1.02508,0.7859,0.72025,0.76859,0.56382,1.00994,0.91886,1.32047,0.00494634,0.00494634,0.00494634
78,3164.93,0.61858,0.55625,1.02814,0.79446,0.70128,0.75913,0.55701,1.00596,0.94743,1.3201,0.00484272,0.00484272,0.00484272
79,3204.42,0.61817,0.54466,1.02726,0.79718,0.69914,0.75884,0.55547,1.01005,0.94412,1.31843,0.00473919,0.00473919,0.00473919
80,3243.89,0.60554,0.54209,1.01594,0.79766,0.69751,0.75453,0.5529,1.00694,0.94432,1.32946,0.00463579,0.00463579,0.00463579
81,3283.77,0.60369,0.53885,1.01911,0.7809,0.72236,0.76718,0.56291,1.00444,0.93672,1.31775,0.00453258,0.00453258,0.00453258
82,3322.89,0.59669,0.53263,1.01655,0.813,0.68608,0.75892,0.55482,1.00291,0.95447,1.32275,0.0044296,0.0044296,0.0044296
83,3362.32,0.59561,0.53097,1.01493,0.81027,0.70357,0.76208,0.5574,1.00818,0.92759,1.32034,0.00432689,0.00432689,0.00432689
84,3401.78,0.58142,0.52199,1.00767,0.81667,0.69278,0.76703,0.56437,0.99247,0.92732,1.30871,0.00422449,0.00422449,0.00422449
85,3441.32,0.60212,0.5447,1.01519,0.79182,0.70116,0.75864,0.55646,1.00096,0.95535,1.32057,0.00412246,0.00412246,0.00412246
86,3481.06,0.5874,0.52122,1.00777,0.81234,0.68717,0.75774,0.55639,1.0047,0.9597,1.31822,0.00402084,0.00402084,0.00402084
87,3520.36,0.58081,0.52025,1.00844,0.80612,0.69276,0.75762,0.55679,1.00739,0.95969,1.32139,0.00391966,0.00391966,0.00391966
88,3559.71,0.59619,0.53897,1.02266,0.81523,0.70105,0.7684,0.56401,1.00961,0.92134,1.32698,0.00381899,0.00381899,0.00381899
89,3599.15,0.5769,0.5168,1.01108,0.80731,0.70194,0.76133,0.55779,1.00411,0.93233,1.32036,0.00371885,0.00371885,0.00371885
90,3638.49,0.58138,0.51205,1.00729,0.80706,0.69872,0.76037,0.55866,1.00471,0.94417,1.32542,0.00361929,0.00361929,0.00361929
91,3678.09,0.57851,0.51147,1.00918,0.81935,0.70131,0.76505,0.56141,1.00556,0.9211,1.33248,0.00352037,0.00352037,0.00352037
92,3717.56,0.58287,0.51693,1.01444,0.78896,0.70721,0.75748,0.55629,1.00895,0.95228,1.32791,0.00342211,0.00342211,0.00342211
93,3756.88,0.5854,0.52227,1.00723,0.82124,0.70468,0.77101,0.57004,0.99929,0.92268,1.3214,0.00332457,0.00332457,0.00332457
94,3796.13,0.56276,0.50295,0.99868,0.81341,0.69796,0.76242,0.56099,0.99542,0.9419,1.31486,0.00322778,0.00322778,0.00322778
95,3835.38,0.56892,0.50247,1.00334,0.79607,0.71688,0.76326,0.56012,1.00351,0.9441,1.3244,0.0031318,0.0031318,0.0031318
96,3874.59,0.56087,0.49377,0.99876,0.80105,0.70537,0.76049,0.56043,0.99764,0.9484,1.31622,0.00303665,0.00303665,0.00303665
97,3914.39,0.55699,0.48745,0.99262,0.80508,0.70623,0.76253,0.5596,1.00107,0.94147,1.32916,0.00294239,0.00294239,0.00294239
98,3954.43,0.55912,0.49428,0.99435,0.79844,0.71335,0.7636,0.56267,1.00013,0.95242,1.32379,0.00284906,0.00284906,0.00284906
99,3994.67,0.5686,0.4993,0.99929,0.81564,0.70412,0.76781,0.56638,0.99834,0.93406,1.32699,0.00275668,0.00275668,0.00275668
100,4033.68,0.56027,0.49474,1.00216,0.82149,0.69535,0.76232,0.56228,0.99982,0.94212,1.33079,0.00266532,0.00266532,0.00266532
101,4072.8,0.56152,0.50918,1.00551,0.81523,0.69742,0.75859,0.55804,1.00824,0.96343,1.33866,0.002575,0.002575,0.002575
